time;nof_ue;dl_brate;ul_brate;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;system_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3;cpu_4;cpu_5;cpu_6;cpu_7
793;1;48809024.000000;468656.000000;4.4;707960;1776004;59;8.6;19;9.0;7.0;8.0;20;10;18;10;20
794;1;48809024.000000;490136.000000;4.4;707960;1776004;59;8.6;19;8.0;6.0;6.0;20;10;18;10;20
795;1;48806976.000000;493816.000000;4.4;707960;1776004;59;8.6;19;9.0;7.0;10;16;13;20;11;19
796;1;48806976.000000;483368.000000;4.4;707960;1776004;59;8.5;19;9.0;5.0;10;17;14;18;9.0;19
797;1;3253768.000000;83552.000000;4.4;707960;1776004;59;4.1;19;4.9;3.9;7.9;15;13;6.9;0.90;7.9
798;1;1296.000000;8272.000000;4.4;707960;1776004;59;3.8;19;4.9;2.9;7.9;14;7.9;7.9;1.9;5.9
799;1;631040.000000;70312.000000;4.4;707960;1776004;59;4.0;19;4.9;1.9;8.9;14;11;6.9;0.90;11
800;1;1107600.000000;82720.000000;4.4;707960;1776004;59;4.1;19;4.0;3.0;8.0;14;8.0;8.0;1.00;8.0
801;1;1143480.000000;78584.000000;4.4;707960;1776004;59;4.1;19;4.9;2.9;7.9;15;8.9;6.9;1.9;6.9
802;1;1142712.000000;82720.000000;4.4;707960;1776004;59;4.1;19;4.9;2.9;7.9;14;9.9;8.9;0.90;7.9
803;1;1144632.000000;82720.000000;4.4;707960;1776004;59;4.0;19;3.9;2.9;8.9;13;8.9;6.9;1.9;7.9
804;1;1155312.000000;78584.000000;4.4;707960;1776004;59;4.1;19;5.0;2.0;9.0;14;10;8.0;2.0;8.0
805;1;1142712.000000;82720.000000;4.4;707960;1776004;59;4.0;19;5.0;3.0;8.0;13;9.0;7.0;3.0;7.0
806;1;1143480.000000;82720.000000;4.4;707960;1776004;59;4.1;19;4.0;2.0;8.0;13;9.0;8.0;2.0;8.0
807;1;1144248.000000;78584.000000;4.4;707960;1776004;59;4.0;19;4.9;2.9;8.9;14;8.9;7.9;1.9;6.9
808;1;1155696.000000;82720.000000;4.4;707960;1776004;59;4.0;19;4.9;0.90;7.9;13;8.9;7.9;3.9;6.9
809;1;525264.000000;70312.000000;4.4;707960;1776004;59;4.3;19;4.9;1.9;8.9;15;11;8.9;2.9;8.9
810;1;0.0;0.0;4.4;707960;1776004;59;3.9;19;3.9;0.90;7.9;15;8.9;6.9;2.9;6.9
811;1;3559672.000000;86936.000000;4.4;707960;1776004;59;4.5;19;6.0;2.0;11;14;26;14;5.0;8.0
812;1;48709104.000000;579240.000000;4.4;707960;1776004;59;8.9;19;10;7.0;12;16;14;18;12;20
813;1;48809024.000000;562680.000000;4.4;707960;1776004;59;8.6;19;8.9;5.9;9.9;16;15;18;11;19
814;1;48809024.000000;493256.000000;4.4;707960;1776004;59;8.8;19;9.0;5.0;10;17;8.0;18;14;19
815;1;48806976.000000;499352.000000;4.4;707960;1776004;59;8.5;19;8.0;6.0;13;17;9.0;20;11;20
816;1;48806976.000000;484624.000000;4.4;707960;1776004;59;8.8;19;8.9;5.9;9.9;17;12;18;9.9;19
817;1;48809024.000000;471184.000000;4.4;707960;1776004;59;8.5;19;8.9;4.9;11;35;14;18;11;27
818;1;48809024.000000;465816.000000;4.4;707960;1776004;59;8.8;19;8.0;6.0;12;17;13;18;12;19
819;1;48806976.000000;470344.000000;4.4;707960;1776004;59;8.8;19;9.0;6.0;10;16;12;18;14;19
820;1;48806976.000000;496064.000000;4.4;707960;1776004;59;8.5;19;8.0;7.0;8.0;17;13;18;10;19
821;1;48564344.000000;500616.000000;4.4;707960;1776004;59;8.5;19;7.9;7.9;11;16;11;19;9.9;19
822;1;5504.000000;36944.000000;4.4;707960;1776004;59;4.0;19;4.9;2.9;8.9;14;11;6.9;2.9;6.9
823;1;0.0;0.0;4.4;707960;1776004;59;3.6;19;4.0;3.0;8.0;13;9.0;6.0;2.0;6.0
824;1;724544.000000;78584.000000;4.4;707960;1776004;59;4.1;19;4.0;4.0;9.0;15;7.0;8.0;3.0;10
825;1;1144632.000000;78584.000000;4.4;707960;1776004;59;4.1;19;4.9;1.9;8.9;14;6.9;7.9;3.9;6.9
826;1;1154544.000000;82720.000000;4.4;707960;1776004;59;4.0;19;3.9;1.9;8.9;14;2.9;7.9;8.9;6.9
827;1;1142712.000000;82720.000000;4.4;707960;1776004;59;4.1;19;4.9;1.9;8.9;13;1.9;6.9;7.9;6.9
828;1;1143864.000000;78584.000000;4.4;707960;1776004;59;4.0;19;5.0;2.0;9.0;14;3.0;8.0;9.0;7.0
829;1;1144248.000000;82720.000000;4.4;707960;1776004;59;4.0;19;4.9;1.9;7.9;13;2.9;6.9;7.9;5.9
830;1;1154160.000000;82720.000000;4.4;707960;1776004;59;4.0;19;5.0;2.0;9.0;14;3.0;8.0;8.0;7.0
831;1;1143864.000000;78584.000000;4.4;707960;1776004;59;4.1;19;4.9;2.9;8.9;13;3.9;7.9;5.9;6.9
832;1;1142712.000000;82720.000000;4.4;707960;1776004;59;4.1;19;5.0;3.0;9.0;14;3.0;7.0;8.0;6.0
833;1;1144632.000000;82720.000000;4.4;707960;1776004;59;3.9;19;4.0;4.0;9.0;16;4.0;8.0;2.0;7.0
834;1;442824.000000;62040.000000;4.4;707960;1776004;59;4.1;19;3.9;3.9;7.9;20;4.9;7.9;1.9;7.9
835;1;0.0;0.0;4.4;707960;1776004;59;3.8;19;4.9;0.90;7.9;16;2.9;5.9;1.9;5.9
836;1;7549688.000000;147464.000000;4.4;707960;1776004;59;4.8;19;11;3.9;11;27;3.9;8.9;4.9;14
837;1;47979160.000000;635752.000000;4.4;707960;1776004;59;9.0;19;9.0;9.0;12;16;7.0;18;11;20
838;1;48809024.000000;523768.000000;4.4;707960;1776004;59;8.9;19;8.9;6.9;13;17;8.9;19;9.9;20
839;1;48806976.000000;524256.000000;4.4;707960;1776004;59;8.6;19;9.0;8.0;13;17;8.0;19;10;19
840;1;48806976.000000;520744.000000;4.4;707960;1776004;59;8.8;19;8.0;5.0;15;17;10;18;12;20
841;1;48809024.000000;519192.000000;4.4;707960;1776004;59;8.6;19;9.0;6.0;16;16;8.0;17;11;18
842;1;48713200.000000;543792.000000;4.4;707960;1776004;59;8.8;19;11;6.9;11;17;14;20;8.9;21
843;1;48806976.000000;474488.000000;4.4;707960;1776004;59;8.6;19;9.0;7.0;14;16;8.0;19;10;19
844;1;48806976.000000;515296.000000;4.4;707960;1776004;59;8.8;19;11;8.0;11;17;8.0;18;10;20
845;1;48809024.000000;544384.000000;4.4;707960;1776004;59;8.8;19;12;7.9;9.9;16;9.9;20;7.9;19
846;1;44328880.000000;491760.000000;4.4;707960;1776004;59;8.2;19;8.0;6.0;10;17;12;16;12;18
847;1;2656.000000;12408.000000;4.4;707960;1776004;59;4.0;19;6.9;1.9;2.9;16;2.9;6.9;7.9;6.9
848;1;0.0;0.0;4.4;707960;1776004;59;3.6;19;7.0;2.0;2.0;12;3.0;6.0;18;24
849;1;819256.000000;86856.000000;4.4;707960;1776004;59;4.1;19;9.9;7.9;3.9;14;3.9;6.9;8.9;5.9
850;1;1142712.000000;82720.000000;4.4;707960;1776004;59;4.0;19;7.0;2.0;1.00;13;3.0;9.0;9.0;8.0
851;1;1144632.000000;82720.000000;4.4;707960;1776004;59;4.1;19;9.9;1.9;2.9;14;2.9;7.9;8.9;6.9
852;1;1155312.000000;78584.000000;4.4;707960;1776004;59;4.1;19;9.0;2.0;1.00;15;4.0;7.0;8.0;7.0
853;1;1143480.000000;82720.000000;4.4;707960;1776004;59;4.1;19;9.9;1.9;1.9;15;3.9;7.9;8.9;7.9
854;1;1142712.000000;82720.000000;4.4;707960;1776004;59;4.0;19;9.9;1.9;1.9;13;3.9;8.9;7.9;5.9
855;1;1144248.000000;78584.000000;4.4;707960;1776004;59;4.1;19;8.0;2.0;3.0;14;4.0;8.0;9.0;7.0
856;1;1155696.000000;82720.000000;4.4;707960;1776004;59;4.0;19;6.9;0.0;3.9;13;3.9;7.9;8.9;5.9
857;1;1142712.000000;82720.000000;4.4;707960;1776004;59;4.1;19;6.0;2.0;3.0;13;7.0;8.0;9.0;7.0
858;1;1143480.000000;78584.000000;4.4;707960;1776004;59;4.0;19;4.9;0.90;3.9;13;9.9;7.9;8.9;6.9
859;1;349376.000000;53768.000000;4.4;707960;1776004;59;4.0;19;4.0;1.00;4.0;14;5.0;12;9.0;8.0
860;1;0.0;0.0;4.4;707960;1776004;59;3.6;19;3.9;1.9;0.90;13;3.9;8.9;7.9;5.9
861;1;11637608.000000;222472.000000;4.4;707960;1776004;59;5.2;19;6.0;4.0;5.0;16;11;18;10;13
862;1;48809024.000000;587168.000000;4.4;707960;1776004;60;8.9;19;8.9;5.9;12;19;12;18;11;19
863;1;48806976.000000;510784.000000;4.4;707960;1776004;60;8.9;19;8.9;5.9;11;17;15;18;11;19
864;1;48806976.000000;484736.000000;4.4;707960;1776004;60;8.4;19;9.0;8.0;9.0;18;12;19;8.0;19
865;1;48809024.000000;469304.000000;4.4;707960;1776004;60;8.8;19;8.9;5.9;9.9;18;15;19;8.9;20
866;1;48809024.000000;500328.000000;4.4;707960;1776004;60;8.6;19;8.9;6.9;5.9;17;16;19;8.9;19
867;1;48806976.000000;501480.000000;4.4;707960;1776004;60;8.8;19;9.0;7.0;8.0;16;15;20;11;20
868;1;48806976.000000;478064.000000;4.4;707960;1776004;60;8.4;19;8.0;7.0;7.0;17;14;19;12;19
869;1;48809024.000000;475680.000000;4.4;707960;1776004;60;8.6;19;9.0;6.0;8.0;17;13;19;10;20
870;1;48809024.000000;483912.000000;4.4;707960;1776004;60;8.8;19;8.9;5.9;11;17;14;18;11;19
871;1;38689904.000000;434952.000000;4.4;707960;1776004;60;7.8;19;8.9;5.9;8.9;16;17;16;11;17
872;1;56;4131.868164;4.4;707960;1776004;60;3.8;19;4.0;1.00;3.0;13;10;7.0;9.0;7.0
873;1;1968.000000;4136.000000;4.4;707960;1776004;60;3.6;19;4.0;3.0;1.00;13;9.0;7.0;8.0;6.0
874;1;958888.000000;90992.000000;4.4;707960;1776004;60;4.1;19;3.9;2.9;1.9;14;2.9;6.9;13;13
875;1;1142712.000000;78584.000000;4.4;707960;1776004;60;4.1;19;4.9;0.90;2.9;14;8.9;6.9;9.9;6.9
876;1;1143864.000000;82720.000000;4.4;707960;1776004;60;4.0;19;4.0;1.00;4.0;14;4.0;8.0;10;14
877;1;1145009.000000;82802.804688;4.4;707960;1776004;60;4.3;19;4.9;0.90;3.9;14;2.9;6.9;8.9;13
878;1;1154928.000000;78584.000000;4.4;707960;1776004;60;4.0;19;5.0;2.0;4.0;14;5.0;7.0;10;12
879;1;1143096.000000;82720.000000;4.4;707960;1776004;60;4.0;19;4.0;2.0;3.0;13;4.0;7.0;23;17
880;1;1142712.000000;82720.000000;4.4;707960;1776004;60;4.0;19;3.9;3.9;0.90;14;2.9;7.9;8.9;12
881;1;1143864.000000;78584.000000;4.4;707960;1776004;60;4.1;19;5.0;1.00;1.00;15;5.0;8.0;8.0;13
882;1;1155312.000000;82720.000000;4.4;707960;1776004;60;4.1;19;5.0;2.0;4.0;14;5.0;6.0;9.0;14
883;1;1144032.000000;90992.000000;4.4;707960;1776004;60;4.1;19;4.9;4.9;2.9;15;2.9;7.9;7.9;8.9
884;1;207064.000000;49632.000000;4.4;707960;1776004;60;4.1;19;4.0;6.0;4.0;15;6.0;6.0;9.0;7.0
885;1;56;4136.000000;4.4;707960;1776004;60;4.0;19;4.9;3.9;2.9;15;2.9;5.9;8.9;6.9
886;1;19425806.000000;297007.000000;4.4;707960;1776004;60;6.0;19;7.0;14;10;17;6.0;13;11;12
887;1;48806976.000000;544728.000000;4.4;707960;1776004;60;8.9;19;9.0;6.0;10;16;11;19;11;21
888;1;48806976.000000;497728.000000;4.4;707960;1776004;60;8.5;19;9.0;7.0;10;17;13;18;9.0;20
889;1;48808896.000000;495759.750000;4.4;707960;1776004;60;8.8;19;8.9;5.9;9.9;19;14;18;9.9;20
890;1;48809152.000000;492291.718750;4.4;707960;1776004;60;8.5;19;9.0;8.0;9.0;17;13;18;7.0;19
891;1;48806976.000000;571288.000000;4.4;707960;1776004;60;8.5;19;8.0;10;10;16;10;21;10;20
892;1;48806976.000000;508664.000000;4.4;707960;1776004;60;8.6;19;8.9;8.9;8.9;15;9.9;18;9.9;19
893;1;48809024.000000;494368.000000;4.4;707960;1776004;60;8.6;19;8.9;6.9;11;16;12;19;8.9;19
894;1;48808896.000000;498690.687500;4.4;707960;1776004;60;8.6;19;8.9;5.9;12;17;11;18;9.9;20
895;1;48806976.000000;497744.000000;4.4;707960;1776004;60;8.6;19;9.0;9.0;13;17;9.0;18;6.0;20
896;1;30849718.000000;357386.625000;4.4;707960;1776004;60;6.9;19;6.9;5.9;18;15;5.9;14;9.9;15
897;1;0.0;0.0;4.4;707960;1776004;60;3.8;19;4.0;2.0;3.0;15;4.0;6.0;8.0;6.0
898;1;5480.000000;24816.000000;4.4;707960;1776004;60;3.9;19;3.9;1.9;11;17;2.9;6.9;1.9;7.9
899;1;1131648.000000;82720.000000;4.4;707960;1776004;60;4.2;19;4.0;3.0;10;18;4.0;8.0;4.0;8.0
900;1;1156464.000000;78584.000000;4.4;707960;1776004;60;4.0;19;5.0;1.00;9.0;18;4.0;8.0;3.0;6.0
901;1;1144240.250000;82802.804688;4.4;707960;1776004;60;4.3;19;4.9;1.9;8.9;17;3.9;6.9;2.9;6.9
902;1;1141954.000000;82637.359375;4.4;707960;1776004;60;4.2;19;5.0;2.0;8.0;18;4.0;7.0;3.0;8.0
903;1;1143480.000000;78584.000000;4.4;707960;1776004;60;4.0;19;3.9;3.9;7.9;17;2.9;6.9;0.90;6.9
904;1;1143864.000000;82720.000000;4.4;707960;1776004;60;4.3;19;4.9;2.9;8.9;18;3.9;6.9;2.9;7.9
905;1;1155696.000000;82720.000000;4.4;707960;1776004;60;4.0;19;3.9;2.9;8.9;16;3.9;6.9;3.9;6.9
906;1;1143656.000000;82720.000000;4.4;707960;1776004;60;4.2;19;5.0;2.0;8.0;15;9.0;6.0;3.0;8.0
907;1;1143480.000000;82720.000000;4.4;707960;1776004;60;4.1;19;4.9;2.9;7.9;14;9.9;7.9;3.9;6.9
908;1;1144632.000000;82720.000000;4.4;707960;1776004;60;4.1;19;3.9;1.9;8.9;13;8.9;7.9;2.9;6.9
909;1;29912.000000;33088.000000;4.4;707960;1776004;60;3.9;19;5.0;3.0;9.0;19;3.0;8.0;3.0;7.0
910;1;0.0;0.0;4.4;707960;1776004;60;3.9;19;3.9;0.90;7.9;18;3.9;23;3.9;5.9
911;1;26152384.000000;364048.000000;4.4;707960;1776004;60;6.6;19;8.0;6.0;8.0;27;11;14;7.0;14
912;1;48806976.000000;582560.000000;4.4;707960;1776004;60;8.6;19;7.9;7.9;7.9;21;8.9;18;11;19
913;1;48809024.000000;479608.000000;4.4;707960;1776004;60;8.6;19;9.9;7.9;6.9;21;8.9;18;9.9;19
914;1;48809024.000000;509640.000000;4.4;707960;1776004;60;8.9;19;10;7.0;10;19;8.0;18;11;20
915;1;48806976.000000;496912.000000;4.4;707960;1776004;60;8.8;19;9.0;5.0;8.0;21;10;19;10;20
916;1;48806976.000000;488248.000000;4.4;707960;1776004;60;8.6;19;7.9;5.9;9.9;20;9.9;18;13;19
917;1;48809024.000000;508752.000000;4.4;707960;1776004;60;8.6;19;9.0;5.0;13;18;9.0;18;12;20
918;1;48809024.000000;500288.000000;4.4;707960;1776004;60;8.8;19;9.0;6.0;9.0;18;13;17;11;19
919;1;48806976.000000;512400.000000;4.4;707960;1776004;60;8.6;19;7.9;5.9;8.9;17;14;18;11;20
920;1;48806976.000000;497584.000000;4.4;707960;1776004;60;8.6;19;9.0;6.0;10;21;10;17;12;20
921;1;23294264.000000;279856.000000;4.4;707960;1776004;60;6.4;19;6.9;3.9;7.9;17;13;12;8.9;14
922;1;0.0;0.0;4.4;707960;1776004;60;3.6;19;3.9;2.9;0.90;14;12;6.9;8.9;6.9
923;1;159296.000000;41360.000000;4.4;707960;1776004;60;4.0;19;5.0;3.0;3.0;14;9.0;9.0;10;6.0
924;1;1143096.000000;78584.000000;4.4;707960;1776004;60;4.0;19;4.0;4.0;2.0;14;10;8.0;8.0;8.0
925;1;1143480.000000;82720.000000;4.4;707960;1776004;60;4.2;19;5.0;2.0;3.0;15;9.0;7.0;9.0;9.0
926;1;1143864.000000;82720.000000;4.4;707960;1776004;60;4.3;19;4.9;2.9;1.9;14;9.9;7.9;7.9;7.9
927;1;1155312.000000;78584.000000;4.4;707960;1776004;60;4.3;19;3.9;1.9;3.9;15;9.9;6.9;8.9;6.9
928;1;1143864.000000;82720.000000;4.4;707960;1776004;60;4.0;19;4.9;1.9;1.9;15;9.9;6.9;8.9;7.9
929;1;1143096.000000;82720.000000;4.4;707960;1776004;60;4.3;19;3.9;1.9;1.9;15;9.9;6.9;7.9;7.9
930;1;1143480.000000;78584.000000;4.4;707960;1776004;60;4.0;19;5.0;2.0;2.0;15;10;7.0;9.0;8.0
931;1;1156080.000000;82720.000000;4.4;707960;1776004;60;4.1;19;4.9;0.90;3.9;14;7.9;6.9;8.9;7.9
932;1;1143480.000000;82720.000000;4.4;707960;1776004;60;4.3;19;4.9;3.9;0.90;16;16;6.9;8.9;7.9
933;1;1005856.000000;86856.000000;4.4;707960;1776004;60;4.1;19;4.0;2.0;3.0;14;9.0;9.0;8.0;7.0
934;1;2600.000000;12408.000000;4.4;707960;1776004;60;4.0;19;5.0;1.00;3.0;16;13;6.0;9.0;6.0
935;1;0.0;0.0;4.4;707960;1776004;60;3.8;19;4.9;2.9;2.9;14;9.9;5.9;4.9;5.9
936;1;34153368.000000;455896.000000;4.4;707960;1776004;60;7.5;19;10;6.0;10;16;30;15;12;18
937;1;48809024.000000;546192.000000;4.4;707960;1776004;61;8.9;19;8.9;5.9;9.9;17;14;18;12;19
938;1;48809024.000000;477616.000000;4.4;707960;1776004;61;8.5;19;8.0;8.0;10;17;12;18;11;20
939;1;48806976.000000;520592.000000;4.4;707960;1776004;61;8.9;19;9.9;5.9;9.9;17;12;18;12;20
940;1;48806976.000000;515008.000000;4.4;707960;1776004;61;8.8;19;8.0;8.0;13;17;9.0;18;11;19
941;1;48809024.000000;502632.000000;4.4;707960;1776004;61;8.5;19;9.0;8.0;34;15;8.0;21;12;19
942;1;48809024.000000;486704.000000;4.4;707960;1776004;61;8.6;19;8.9;7.9;12;17;9.9;18;11;20
943;1;48806976.000000;495432.000000;4.4;707960;1776004;61;8.5;19;8.9;6.9;6.9;19;11;17;11;19
944;1;48806976.000000;478864.000000;4.4;707960;1776004;61;8.6;19;9.0;6.0;10;20;10;18;7.0;20
945;1;48809024.000000;504352.000000;4.4;707960;1776004;61;8.6;19;9.0;5.0;9.0;21;11;17;7.0;21
946;1;17751840.000000;258688.000000;4.4;707960;1776004;61;5.6;19;16;1.9;9.9;16;5.9;9.9;4.9;12
947;1;0.0;0.0;4.4;707960;1776004;61;3.9;19;12;2.0;9.0;15;3.0;6.0;4.0;7.0
948;1;287968.000000;49632.000000;4.4;707960;1776004;61;4.1;19;4.0;2.0;13;14;1.00;12;4.0;9.0
949;1;1156464.000000;78584.000000;4.4;707960;1776004;61;4.0;19;3.9;0.90;15;14;1.9;6.9;4.9;6.9
950;1;1142712.000000;82720.000000;4.4;707960;1776004;61;4.1;19;3.9;3.9;12;14;0.90;6.9;2.9;7.9
951;1;1143480.000000;82720.000000;4.4;707960;1776004;61;4.1;19;5.0;1.00;13;13;4.0;8.0;3.0;7.0
952;1;1143096.000000;78584.000000;4.4;707960;1776004;61;4.0;19;3.9;2.9;12;13;2.9;6.9;3.9;6.9
953;1;1156848.000000;82720.000000;4.4;707960;1776004;61;4.1;19;3.9;0.90;8.9;19;1.9;5.9;4.9;8.9
954;1;1142712.000000;82720.000000;4.4;707960;1776004;61;4.1;19;4.0;3.0;8.0;18;1.00;7.0;4.0;9.0
955;1;1143480.000000;82720.000000;4.4;707960;1776004;61;4.4;19;3.9;2.9;11;18;1.9;6.9;3.9;7.9
956;1;1143480.000000;78584.000000;4.4;707960;1776004;61;4.3;19;4.9;0.90;13;15;1.9;5.9;4.9;7.9
957;1;1144248.000000;82720.000000;4.4;707960;1776004;61;4.1;19;5.0;3.0;12;15;2.0;7.0;4.0;8.0
958;1;878744.000000;95128.000000;4.4;707960;1776004;61;4.3;19;3.9;1.9;16;15;1.9;6.9;3.9;11
959;1;168;8272.000000;4.4;707960;1776004;61;3.9;19;3.9;1.9;12;15;1.9;5.9;3.9;5.9
960;1;2024.000000;8272.000000;4.4;707960;1776004;61;3.8;19;5.0;3.0;12;13;2.0;6.0;4.0;6.0
961;1;37757072.000000;548368.000000;4.4;707960;1776004;61;8.1;19;8.9;7.9;9.9;26;6.9;16;11;27
962;1;48809024.000000;504848.000000;4.4;707960;1776004;61;8.5;19;9.0;11;9.0;17;6.0;18;8.0;20
963;1;48806976.000000;496192.000000;4.4;707960;1776004;61;8.6;19;7.9;12;9.9;16;8.9;19;8.9;20
964;1;48806976.000000;507648.000000;4.4;707960;1776004;61;8.6;19;9.0;7.0;13;18;8.0;18;8.0;18
965;1;48809024.000000;492616.000000;4.4;707960;1776004;61;8.5;19;7.9;7.9;15;17;6.9;18;8.9;21
966;1;48809024.000000;510488.000000;4.4;707960;1776004;61;8.6;19;8.9;7.9;14;15;8.9;18;7.9;19
967;1;48806976.000000;504608.000000;4.4;707960;1776004;61;8.9;19;8.0;6.0;16;19;7.0;17;11;20
968;1;48806976.000000;507736.000000;4.4;707960;1776004;61;8.6;19;7.9;7.9;9.9;17;7.9;18;14;20
969;1;48809024.000000;485608.000000;4.4;707960;1776004;61;8.6;19;8.9;5.9;9.9;18;9.9;19;13;21
970;1;48809024.000000;495808.000000;4.4;707960;1776004;61;8.6;19;8.0;5.0;10;16;11;18;12;19
971;1;13025448.000000;202376.000000;4.4;707960;1776004;61;5.3;19;5.9;2.9;12;16;4.9;9.9;13;9.9
972;1;2096.000000;20680.000000;4.4;707960;1776004;61;3.6;19;4.0;3.0;10;12;20;25;14;7.0
973;1;383080.000000;49632.000000;4.4;707960;1776004;61;4.0;19;3.9;7.9;11;13;1.9;6.9;3.9;5.9
974;1;1143536.000000;82720.000000;4.4;707960;1776004;61;3.9;19;4.9;1.9;14;14;1.9;5.9;5.9;6.9
975;1;1155696.000000;78584.000000;4.4;707960;1776004;61;4.0;19;4.0;5.0;8.0;14;3.0;7.0;3.0;8.0
976;1;1143864.000000;82720.000000;4.4;707960;1776004;61;4.1;19;3.9;6.9;8.9;14;1.9;6.9;4.9;6.9
977;1;1143096.000000;82720.000000;4.4;707960;1776004;61;4.0;19;4.9;5.9;8.9;15;1.9;6.9;2.9;7.9
978;1;1143096.000000;82720.000000;4.4;707960;1776004;61;4.2;19;4.0;1.00;12;15;4.0;6.0;4.0;8.0
979;1;1156080.000000;78584.000000;4.4;707960;1776004;61;4.1;19;4.0;1.00;10;15;3.0;6.0;6.0;7.0
980;1;1144248.000000;82720.000000;4.4;707960;1776004;61;4.1;19;5.0;2.0;9.0;15;2.0;8.0;10;9.0
981;1;1142712.000000;82720.000000;4.4;707960;1776004;61;4.1;19;3.9;1.9;8.9;15;2.9;6.9;8.9;6.9
982;1;1143096.000000;78584.000000;4.4;707960;1776004;61;4.2;19;5.0;2.0;9.0;14;3.0;7.0;9.0;7.0
983;1;785952.000000;90992.000000;4.4;707960;1776004;61;4.1;19;4.0;2.0;9.0;15;3.0;7.0;12;10
984;1;0.0;0.0;4.4;707960;1776004;61;3.9;19;4.0;1.00;8.0;15;3.0;7.0;11;6.0
985;1;4432.000000;16544.000000;4.4;707960;1776004;61;3.9;19;4.9;7.9;8.9;14;1.9;5.9;3.9;6.9
986;1;41166560.000000;579240.000000;4.4;707960;1776004;61;8.1;19;8.9;11;13;17;9.9;21;6.9;18
987;1;48806976.000000;571088.000000;4.4;707960;1776004;61;8.6;19;8.9;12;11;17;6.9;18;7.9;19
988;1;48806976.000000;497848.000000;4.4;707960;1776004;61;8.6;19;9.0;9.0;12;16;9.0;19;9.0;20
989;1;48809024.000000;497744.000000;4.4;707960;1776004;61;8.6;19;8.0;10;10;17;10;18;8.0;19
990;1;48809024.000000;479992.000000;4.4;707960;1776004;61;8.5;19;8.9;5.9;9.9;20;8.9;18;7.9;19
991;1;48806976.000000;472928.000000;4.4;707960;1776004;61;8.6;19;8.0;6.0;9.0;22;8.0;19;8.0;21
992;1;48806976.000000;475328.000000;4.4;707960;1776004;61;8.8;19;8.9;4.9;9.9;21;8.9;17;12;20
993;1;48809024.000000;499240.000000;4.4;707960;1776004;61;8.6;19;9.0;13;11;17;8.0;18;7.0;19
994;1;48809024.000000;488624.000000;4.4;707960;1776004;61;8.6;19;8.9;11;6.9;16;7.9;18;9.9;20
995;1;48806976.000000;501344.000000;4.4;707960;1776004;61;8.6;19;9.9;11;9.9;16;7.9;19;7.9;20
996;1;8426504.000000;136472.000000;4.4;707960;1776004;61;4.6;19;5.0;8.0;9.0;15;4.0;10;4.0;10
997;1;0.0;0.0;4.4;707960;1776004;61;3.8;19;3.9;3.9;7.9;15;1.9;5.9;2.9;5.9
998;1;501328.000000;62040.000000;4.4;707960;1776004;61;4.3;19;4.9;5.9;14;14;4.9;7.9;2.9;6.9
999;1;1142712.000000;82720.000000;4.4;707960;1776004;61;4.1;19;4.0;4.0;9.0;14;3.0;7.0;4.0;7.0
1000;1;1236160.000000;132688.000000;4.4;707960;1776004;61;4.0;19;4.9;4.9;8.9;15;3.9;7.9;2.9;8.9
1001;1;1156688.000000;86856.000000;4.4;707960;1776004;61;4.1;19;3.9;2.9;7.9;13;3.9;6.9;3.9;6.9
1002;1;1142768.000000;82720.000000;4.4;707960;1776004;61;3.9;19;5.0;6.0;9.0;13;4.0;8.0;2.0;7.0
1003;1;1143096.000000;82720.000000;4.4;707960;1776004;61;4.0;19;4.9;4.9;7.9;13;2.9;21;6.9;7.9
1004;1;1143208.000000;78584.000000;4.4;707960;1776004;61;4.1;19;4.0;1.00;8.0;19;4.0;6.0;4.0;8.0
1005;1;1144632.000000;82720.000000;4.4;707960;1776004;61;4.1;19;4.0;3.0;9.0;17;4.0;7.0;2.0;8.0
1006;1;1154928.000000;82720.000000;4.4;707960;1776004;61;4.0;19;4.9;1.9;12;15;4.9;6.9;0.90;7.9
1007;1;1143864.000000;78584.000000;4.4;707960;1776004;61;4.4;19;4.0;1.00;15;15;3.0;7.0;4.0;8.0
1008;1;667360.000000;82720.000000;4.4;707960;1776004;61;4.0;19;4.9;4.9;8.9;15;2.9;14;3.9;7.9
1009;1;0.0;0.0;4.4;707960;1776004;61;3.9;19;9.0;2.0;9.0;13;3.0;6.0;4.0;6.0
1010;1;120000.000000;33088.000000;4.4;707960;1776004;61;3.8;19;15;1.9;8.9;14;3.9;11;1.9;6.9
1011;1;43835856.000000;579688.000000;4.4;707960;1776004;61;8.4;19;14;5.9;12;17;8.9;16;9.9;20
1012;1;48806976.000000;554792.000000;4.4;707960;1776004;61;8.6;19;13;6.0;9.0;17;8.0;18;8.0;19
1013;1;48809024.000000;530072.000000;4.4;707960;1776004;62;8.8;19;12;4.9;9.9;17;8.9;19;11;21
1014;1;48809024.000000;520656.000000;4.4;707960;1776004;62;8.6;19;12;5.9;13;16;6.9;18;9.9;19
1015;1;48806976.000000;500336.000000;4.4;707960;1776004;62;8.8;19;9.0;9.0;11;17;7.0;19;10;20
1016;1;48806976.000000;487176.000000;4.4;707960;1776004;62;8.6;19;9.0;9.0;9.0;16;10;18;11;20
1017;1;48809024.000000;492576.000000;4.4;707960;1776004;62;8.5;19;8.9;8.9;11;16;6.9;18;9.9;19
